GEO_ID,NAME,B01001_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25034_010E,B25034_011E,B25046_001E,B27010_017E,B27010_033E,B27010_050E,B27010_066E,B28002_013E,C16002_004E,C16002_007E,C16002_010E,C16002_013E,B09019_005E,B09019_008E,B19101_001E,C17002_002E,C17002_003E,C17002_004E,C17002_005E,C17002_006E,C17002_007E,B20005_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_020E,B01001_021E,state,county,tract,block group,GEO_ID_2,GEO_ID_2,P5_002N,P5_003N,P5_004N,P5_005N,P5_008N,P5_009N,P5_010N
1500000US150010201001,Block Group 1; Census Tract 201; Hawaii County; Hawaii,1462,82,294,87,17,5,9,813,0,42,40,0,160,0,0,53,0,79,49,330,211,140,38,15,210,3,,37,39,76,46,15,24,15,001,020100,1,1500000US150010201001,1500000US150010201002,0,0,0,0,0,0,0
1500000US150030024032,Block Group 2; Census Tract 24.03; Honolulu County; Hawaii,888,156,185,64,22,8,3,598,0,35,27,0,23,0,0,35,0,28,204,182,12,50,0,96,28,0,,23,13,0,0,31,9,15,003,002403,2,1500000US150030024032,1500000US150030024032,0,0,0,0,0,0,0
1500000US150030024041,Block Group 1; Census Tract 24.04; Honolulu County; Hawaii,568,91,57,59,112,14,8,264,0,29,27,0,18,0,47,5,9,94,124,81,47,5,54,5,15,0,,0,0,18,0,0,28,15,003,002404,1,1500000US150030024041,1500000US150030024042,0,0,0,0,0,0,0
1500000US150030024042,Block Group 2; Census Tract 24.04; Honolulu County; Hawaii,903,63,174,86,98,0,12,449,0,0,19,0,0,0,0,41,0,39,44,263,12,10,12,0,77,0,,9,89,49,0,4,0,15,003,002404,2,1500000US150030024042,1500000US150030024041,0,0,0,0,0,0,0
1500000US150030025001,Block Group 1; Census Tract 25; Honolulu County; Hawaii,2199,110,542,342,145,169,38,1152,0,0,2,0,128,0,0,121,0,376,251,355,102,131,3,80,78,0,,25,0,22,37,0,0,15,003,002500,1,1500000US150030025001,1500000US150030025003,0,0,0,0,0,0,7
1500000US150030025002,Block Group 2; Census Tract 25; Honolulu County; Hawaii,927,121,93,108,29,42,0,399,0,28,51,0,16,0,0,54,0,80,115,226,74,72,0,0,68,0,,0,0,0,0,0,12,15,003,002500,2,1500000US150030025002,1500000US150030025001,138,0,0,138,0,0,6
1500000US150030025003,Block Group 3; Census Tract 25; Honolulu County; Hawaii,477,98,65,74,85,0,0,271,0,11,25,0,16,0,0,61,0,66,152,93,65,108,13,42,0,16,,0,0,0,0,0,26,15,003,002500,3,1500000US150030025003,1500000US150030025002,0,0,0,0,0,0,0
1500000US150030026001,Block Group 1; Census Tract 26; Honolulu County; Hawaii,1149,102,305,82,53,0,0,556,41,40,0,0,56,0,0,64,0,246,103,238,62,95,41,31,0,22,,33,47,29,0,17,23,15,003,002600,1,1500000US150030026001,1500000US150030026002,0,0,0,0,26,0,36
1500000US150030026002,Block Group 2; Census Tract 26; Honolulu County; Hawaii,721,38,188,111,0,30,5,296,3,14,26,17,87,0,0,47,0,149,108,101,66,116,7,0,0,0,,0,27,36,0,0,27,15,003,002600,2,1500000US150030026002,1500000US150030026001,89,0,0,89,0,0,7
1500000US150030026003,Block Group 3; Census Tract 26; Honolulu County; Hawaii,744,46,33,123,32,15,48,304,0,0,12,0,14,0,0,21,0,130,48,137,80,140,29,31,31,0,,0,0,5,10,11,9,15,003,002600,3,1500000US150030026003,1500000US150030026003,0,0,0,0,0,0,15
1500000US150030026004,Block Group 4; Census Tract 26; Honolulu County; Hawaii,1367,18,110,142,56,74,9,659,0,36,14,0,80,0,0,177,0,104,78,239,88,190,12,30,296,10,,0,0,56,0,28,10,15,003,002600,4,1500000US150030026004,1500000US150030026004,0,0,0,0,25,0,4
1500000US150030027011,Block Group 1; Census Tract 27.01; Honolulu County; Hawaii,953,18,0,10,37,2,73,325,13,104,5,0,0,0,0,0,0,0,29,121,40,4,4,5,0,0,,0,5,5,30,0,12,15,003,002701,1,1500000US150030027011,1500000US150030027011,0,0,0,0,395,0,26
1500000US150030027012,Block Group 2; Census Tract 27.01; Honolulu County; Hawaii,874,25,57,67,96,20,3,588,0,30,39,0,5,0,7,12,0,173,30,184,20,0,0,52,54,0,,45,0,0,0,0,14,15,003,002701,2,1500000US150030027012,1500000US150030027012,13,0,0,13,28,0,9
1500000US150030027013,Block Group 3; Census Tract 27.01; Honolulu County; Hawaii,1885,27,130,11,13,0,0,174,86,409,0,0,0,0,0,5,0,52,43,5,68,31,0,32,0,50,,0,0,0,20,4,0,15,003,002701,3,1500000US150030027013,1500000US150030027013,0,0,0,0,1844,0,0
1500000US150030027021,Block Group 1; Census Tract 27.02; Honolulu County; Hawaii,1005,11,106,62,58,0,84,719,0,78,0,0,0,0,0,0,0,28,0,266,121,18,13,14,91,0,,0,30,0,2,20,0,15,003,002702,1,1500000US150030027021,1500000US150030027021,0,0,0,0,0,0,0
1500000US150030027022,Block Group 2; Census Tract 27.02; Honolulu County; Hawaii,1003,13,69,33,72,76,148,700,11,36,5,0,22,0,0,14,0,184,27,138,35,148,8,33,0,0,,6,5,0,0,26,22,15,003,002702,2,1500000US150030027022,1500000US150030027024,0,0,0,0,0,0,0
1500000US150030027023,Block Group 3; Census Tract 27.02; Honolulu County; Hawaii,1791,15,361,384,103,12,0,856,0,0,24,0,42,0,0,55,0,94,161,494,232,55,61,66,18,70,,23,2,93,65,38,47,15,003,002702,3,1500000US150030027023,1500000US150030027022,0,0,0,0,0,0,0
1500000US150030027024,Block Group 4; Census Tract 27.02; Honolulu County; Hawaii,1230,37,184,150,0,18,138,614,0,54,0,0,33,0,0,13,0,97,64,272,20,0,14,0,107,0,,0,0,0,0,23,14,15,003,002702,4,1500000US150030027024,1500000US150030027023,0,0,0,0,0,0,0
1500000US150030028011,Block Group 1; Census Tract 28.01; Honolulu County; Hawaii,1757,280,52,126,91,20,21,1202,0,23,18,0,25,0,0,60,0,45,96,472,45,0,46,12,0,23,,17,29,0,23,22,34,15,003,002801,1,1500000US150030028011,1500000US150030028011,0,0,0,0,206,0,17
1500000US150030028021,Block Group 1; Census Tract 28.02; Honolulu County; Hawaii,686,13,32,0,67,115,38,448,0,0,0,0,0,0,0,32,0,27,105,151,29,0,8,0,0,0,,0,0,27,13,14,0,15,003,002802,1,1500000US150030028021,1500000US150030028022,0,0,0,0,0,0,0
1500000US150030028022,Block Group 2; Census Tract 28.02; Honolulu County; Hawaii,1772,28,64,94,273,138,71,1189,0,64,12,0,56,0,0,0,0,62,141,307,57,76,114,15,145,9,,8,45,43,32,6,14,15,003,002802,2,1500000US150030028022,1500000US150030028021,0,0,0,0,0,0,11
1500000US150030029001,Block Group 1; Census Tract 29; Honolulu County; Hawaii,2502,61,146,156,154,18,11,1480,27,29,13,0,47,0,0,24,0,125,180,588,134,36,4,28,27,0,,99,119,53,0,41,24,15,003,002900,1,1500000US150030029001,1500000US150030029001,0,0,0,0,54,0,0
1500000US150030030001,Block Group 1; Census Tract 30; Honolulu County; Hawaii,762,8,0,31,72,14,165,545,12,0,0,0,0,0,0,0,0,38,73,226,13,7,0,0,60,2,,0,31,6,11,11,6,15,003,003000,1,1500000US150030030001,1500000US150030030002,43,0,0,43,0,0,34
1500000US150030030002,Block Group 2; Census Tract 30; Honolulu County; Hawaii,1147,19,60,16,56,62,131,639,0,0,0,0,27,0,0,1,0,40,52,258,51,57,48,2,40,9,,30,23,49,3,33,1,15,003,003000,2,1500000US150030030002,1500000US150030030004,0,0,0,0,0,0,0
1500000US150030030003,Block Group 3; Census Tract 30; Honolulu County; Hawaii,1506,49,35,15,92,90,87,1129,0,0,0,0,10,0,0,10,0,0,25,393,9,10,46,40,100,0,,47,63,26,14,5,16,15,003,003000,3,1500000US150030030003,1500000US150030030001,8,0,0,8,0,0,21
1500000US150030030004,Block Group 4; Census Tract 30; Honolulu County; Hawaii,1243,57,35,48,92,87,116,1040,0,0,0,0,0,0,0,0,0,44,81,346,20,48,23,8,20,0,,60,16,9,30,41,6,15,003,003000,4,1500000US150030030004,1500000US150030030003,23,0,0,23,0,0,11
1500000US150030031021,Block Group 1; Census Tract 31.02; Honolulu County; Hawaii,2309,45,38,358,178,112,206,1846,0,7,9,0,35,0,0,0,0,113,168,582,87,33,19,15,67,0,,53,49,68,47,53,114,15,003,003102,1,1500000US150030031021,1500000US150030031021,0,0,0,0,0,0,0
1500000US150030031022,Block Group 2; Census Tract 31.02; Honolulu County; Hawaii,1019,36,7,228,80,31,0,703,0,0,0,0,10,0,0,9,0,78,24,276,8,36,25,0,0,0,,15,29,43,25,8,10,15,003,003102,2,1500000US150030031022,1500000US150030031022,0,0,0,0,0,0,0
1500000US150030031031,Block Group 1; Census Tract 31.03; Honolulu County; Hawaii,1673,42,60,227,117,16,35,1206,14,0,0,0,59,0,0,20,0,5,121,383,34,11,13,20,0,11,,20,51,12,20,23,11,15,003,003103,1,1500000US150030031031,1500000US150030031031,0,0,0,0,0,0,0
1500000US150030031041,Block Group 1; Census Tract 31.04; Honolulu County; Hawaii,2426,82,82,98,285,116,143,1807,31,38,15,17,9,0,0,26,0,35,96,713,70,26,33,19,0,0,,19,129,48,15,34,48,15,003,003104,1,1500000US150030031041,1500000US150030031041,0,0,0,0,0,0,0
1500000US150030034041,Block Group 1; Census Tract 34.04; Honolulu County; Hawaii,1907,37,871,122,0,0,14,1497,0,0,34,0,24,0,0,51,0,157,203,532,28,46,2,20,0,19,,20,0,10,0,0,64,15,003,003404,1,1500000US150030034041,1500000US150030034042,268,0,0,268,0,0,0
1500000US150030034042,Block Group 2; Census Tract 34.04; Honolulu County; Hawaii,923,8,128,114,30,0,22,416,0,0,0,0,13,0,0,52,0,105,60,139,13,0,49,26,177,0,,42,41,0,14,7,27,15,003,003404,2,1500000US150030034042,1500000US150030034041,0,0,0,0,0,0,1
1500000US150030034043,Block Group 3; Census Tract 34.04; Honolulu County; Hawaii,296,19,76,62,0,0,0,,0,0,0,0,13,0,0,41,0,14,48,95,0,0,0,0,21,14,,0,0,33,0,0,0,15,003,003404,3,1500000US150030034043,1500000US150030034043,0,0,0,0,0,0,0
1500000US150030034044,Block Group 4; Census Tract 34.04; Honolulu County; Hawaii,1833,34,410,100,101,47,13,972,30,0,17,0,44,0,0,110,0,119,93,476,81,131,111,95,49,19,,10,35,0,0,30,13,15,003,003404,4,1500000US150030034044,1500000US150030034044,0,0,0,0,0,0,2
1500000US150030034081,Block Group 1; Census Tract 34.08; Honolulu County; Hawaii,962,133,402,171,0,12,0,591,0,0,23,0,64,0,0,51,0,209,179,218,62,0,159,18,0,43,,37,0,24,0,18,18,15,003,003408,1,1500000US150030034081,1500000US150030034081,0,0,0,0,0,0,0
1500000US150030034082,Block Group 2; Census Tract 34.08; Honolulu County; Hawaii,1024,59,124,66,0,0,108,647,0,0,11,0,19,29,19,0,0,102,53,236,65,123,19,11,236,71,,187,0,0,0,14,0,15,003,003408,2,1500000US150030034082,1500000US150030034082,0,0,0,0,0,0,0
1500000US150030034091,Block Group 1; Census Tract 34.09; Honolulu County; Hawaii,1325,119,263,209,28,0,0,822,0,0,27,0,0,0,0,71,0,134,61,335,20,0,0,60,30,7,,0,0,29,0,27,18,15,003,003409,1,1500000US150030034091,1500000US150030034092,0,0,0,0,0,0,0
1500000US150030034092,Block Group 2; Census Tract 34.09; Honolulu County; Hawaii,557,30,79,233,67,6,0,463,0,0,0,0,137,0,0,67,0,261,79,65,16,0,33,6,131,0,,0,0,0,0,0,0,15,003,003409,2,1500000US150030034092,1500000US150030034091,0,0,0,0,0,0,0
1500000US150030034101,Block Group 1; Census Tract 34.10; Honolulu County; Hawaii,2342,21,187,172,284,0,41,620,0,233,179,0,54,0,0,269,0,126,108,499,27,909,80,5,47,244,,256,74,65,0,3,28,15,003,003410,1,1500000US150030034101,1500000US150030034101,0,0,0,0,0,0,0
1500000US150030034111,Block Group 1; Census Tract 34.11; Honolulu County; Hawaii,1507,204,187,195,47,15,52,737,0,20,5,0,31,0,0,38,0,116,181,254,105,131,0,28,135,41,,46,22,0,0,22,58,15,003,003411,1,1500000US150030034111,1500000US150030034111,0,0,0,0,0,0,0
1500000US150030034121,Block Group 1; Census Tract 34.12; Honolulu County; Hawaii,2030,135,192,413,105,27,14,1208,0,0,15,0,64,0,0,24,0,110,174,507,47,28,27,16,86,3,,0,14,28,0,15,5,15,003,003412,1,1500000US150030034121,1500000US150030034121,0,0,0,0,0,0,0
1500000US150030034131,Block Group 1; Census Tract 34.13; Honolulu County; Hawaii,1374,82,232,337,39,47,0,818,0,10,0,0,91,0,0,62,0,169,132,338,70,21,22,91,65,9,,21,285,0,13,21,39,15,003,003413,1,1500000US150030034131,1500000US150030034131,0,0,0,0,0,0,0
1500000US150030034132,Block Group 2; Census Tract 34.13; Honolulu County; Hawaii,921,73,232,212,18,0,11,528,0,18,12,0,120,0,13,70,0,93,240,192,98,123,64,100,52,0,,0,0,0,0,11,35,15,003,003413,2,1500000US150030034132,1500000US150030034132,0,0,0,0,0,0,137
1500000US150030034141,Block Group 1; Census Tract 34.14; Honolulu County; Hawaii,675,94,114,15,30,0,0,431,0,32,8,0,7,0,0,99,0,58,63,153,58,31,0,11,0,0,,49,7,17,0,0,0,15,003,003414,1,1500000US150030034141,1500000US150030034141,0,0,0,0,0,0,0
1500000US150030034142,Block Group 2; Census Tract 34.14; Honolulu County; Hawaii,1605,18,334,222,95,29,0,765,0,97,65,0,60,0,0,53,0,164,130,410,351,83,56,10,210,6,,147,84,68,0,4,24,15,003,003414,2,1500000US150030034142,1500000US150030034142,0,0,0,0,0,0,17
1500000US150030034143,Block Group 3; Census Tract 34.14; Honolulu County; Hawaii,1415,72,296,285,113,19,0,788,6,0,29,0,79,0,0,13,0,180,164,293,59,9,32,106,24,13,,12,21,41,52,0,0,15,003,003414,3,1500000US150030034143,1500000US150030034143,0,0,0,0,0,0,0
1500000US150030034144,Block Group 4; Census Tract 34.14; Honolulu County; Hawaii,995,99,186,209,33,0,21,627,0,0,9,0,53,0,0,3,0,147,157,165,50,26,9,27,48,0,,0,8,3,0,32,21,15,003,003414,4,1500000US150030034144,1500000US150030034144,75,0,0,75,0,0,0
1500000US150030035011,Block Group 1; Census Tract 35.01; Honolulu County; Hawaii,716,60,196,72,36,0,0,367,0,0,41,0,118,0,0,67,0,75,156,124,82,19,30,26,67,28,,29,6,26,4,7,31,15,003,003501,1,1500000US150030035011,1500000US150030035011,0,0,0,0,0,0,5
1500000US150030035012,Block Group 2; Census Tract 35.01; Honolulu County; Hawaii,1664,257,378,98,5,60,40,1120,0,0,34,0,78,0,0,85,0,208,228,344,108,54,9,121,37,45,,11,15,0,0,29,27,15,003,003501,2,1500000US150030035012,1500000US150030035012,0,0,0,0,0,0,29
1500000US150030035031,Block Group 1; Census Tract 35.03; Honolulu County; Hawaii,1044,195,163,131,128,34,23,354,0,0,10,0,116,0,0,140,0,142,192,204,57,249,51,75,70,0,,49,0,41,29,0,16,15,003,003503,1,1500000US150030035031,1500000US150030035031,0,0,0,0,0,0,11
1500000US150030035041,Block Group 1; Census Tract 35.04; Honolulu County; Hawaii,665,2,342,18,61,11,30,394,0,24,26,0,55,0,0,60,0,87,103,162,33,61,0,58,33,0,,33,0,0,25,28,9,15,003,003504,1,1500000US150030035041,1500000US150030035041,0,0,0,0,0,0,29
1500000US150030035042,Block Group 2; Census Tract 35.04; Honolulu County; Hawaii,2206,98,47,51,0,0,0,1204,66,0,0,0,261,0,0,235,0,209,307,539,120,122,0,111,37,60,,15,14,0,0,23,144,15,003,003504,2,1500000US150030035042,1500000US150030035042,34,0,0,34,0,0,11
1500000US150030036031,Block Group 1; Census Tract 36.03; Honolulu County; Hawaii,1159,226,225,269,96,11,19,763,0,0,10,0,9,0,0,97,0,290,127,225,70,17,25,118,0,0,,55,21,25,6,22,17,15,003,003603,1,1500000US150030036031,1500000US150030036031,0,0,0,0,0,0,15
1500000US150030036032,Block Group 2; Census Tract 36.03; Honolulu County; Hawaii,1786,124,261,578,8,23,0,503,0,15,0,0,367,0,0,466,0,252,296,341,221,243,468,97,96,50,,10,57,7,30,49,0,15,003,003603,2,1500000US150030036032,1500000US150030036032,0,0,0,0,0,0,0
1500000US150030036033,Block Group 3; Census Tract 36.03; Honolulu County; Hawaii,319,10,12,64,25,0,0,,0,0,12,0,0,0,0,12,0,31,12,70,10,12,0,11,0,8,,0,0,33,45,22,4,15,003,003603,3,1500000US150030036033,1500000US150030036033,0,0,0,0,0,0,0
1500000US150030036041,Block Group 1; Census Tract 36.04; Honolulu County; Hawaii,1000,38,301,159,66,4,0,594,0,0,0,0,155,0,0,101,0,172,159,197,55,9,305,27,11,0,,69,0,0,0,18,12,15,003,003604,1,1500000US150030036041,1500000US150030036041,151,0,0,151,0,0,7
1500000US150030036042,Block Group 2; Census Tract 36.04; Honolulu County; Hawaii,1140,37,179,551,55,0,0,552,0,0,0,0,96,0,27,98,0,167,183,268,24,33,142,20,64,0,,0,66,7,0,48,28,15,003,003604,2,1500000US150030036042,1500000US150030036042,0,0,0,0,0,0,3
1500000US150030036051,Block Group 1; Census Tract 36.05; Honolulu County; Hawaii,825,80,193,136,44,31,19,383,0,0,12,0,36,0,0,73,0,207,43,164,21,19,112,32,14,0,,34,20,8,20,0,8,15,003,003605,1,1500000US150030036051,1500000US150030036051,0,0,0,0,0,0,21
1500000US150030036061,Block Group 1; Census Tract 36.06; Honolulu County; Hawaii,1577,114,235,102,64,31,0,517,0,0,25,0,92,6,0,126,0,93,178,264,107,86,27,7,102,16,,149,65,48,44,0,10,15,003,003606,1,1500000US150030036061,1500000US150030036061,0,0,0,0,0,0,20
1500000US150030036062,Block Group 2; Census Tract 36.06; Honolulu County; Hawaii,1291,0,19,17,44,45,43,842,0,69,63,12,44,0,0,195,0,88,115,455,100,14,0,98,39,0,,0,9,0,10,40,30,15,003,003606,2,1500000US150030036062,1500000US150030036062,0,0,0,0,0,0,0
1500000US150030037011,Block Group 1; Census Tract 37.01; Honolulu County; Hawaii,344,10,119,54,13,79,0,148,0,63,0,12,10,0,0,34,0,97,39,94,22,21,0,0,41,0,,0,0,0,0,42,10,15,003,003701,1,1500000US150030037011,1500000US150030037011,0,0,0,0,0,0,0
1500000US150030037012,Block Group 2; Census Tract 37.01; Honolulu County; Hawaii,711,0,163,81,69,0,0,246,0,34,41,0,20,0,0,0,0,45,28,176,88,1,23,14,38,0,,1,0,0,0,15,12,15,003,003701,2,1500000US150030037012,1500000US150030037014,0,0,0,0,0,0,0
1500000US150030037013,Block Group 3; Census Tract 37.01; Honolulu County; Hawaii,1454,0,121,36,0,0,21,754,0,100,0,13,51,0,0,34,0,172,35,285,112,110,20,110,38,298,,86,0,0,0,0,30,15,003,003701,3,1500000US150030037013,1500000US150030037012,0,0,0,0,0,0,7
1500000US150030037014,Block Group 4; Census Tract 37.01; Honolulu County; Hawaii,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,003,003701,4,1500000US150030037014,1500000US150030037013,0,0,0,0,0,0,0
1500000US150030037021,Block Group 1; Census Tract 37.02; Honolulu County; Hawaii,369,0,105,0,0,0,0,166,0,0,0,0,49,0,0,56,0,60,52,110,135,60,49,0,60,0,,0,0,0,0,0,0,15,003,003702,1,1500000US150030037021,1500000US150030037023,0,0,0,0,0,0,11
1500000US150030037022,Block Group 2; Census Tract 37.02; Honolulu County; Hawaii,1459,27,0,0,0,0,0,1244,0,0,114,0,0,0,0,41,0,86,111,278,106,36,91,0,48,0,,44,0,0,0,15,103,15,003,003702,2,1500000US150030037022,1500000US150030037021,0,0,0,0,0,0,0
1500000US150030037023,Block Group 3; Census Tract 37.02; Honolulu County; Hawaii,1168,15,0,0,0,0,0,746,0,0,0,0,0,0,0,95,0,265,115,286,25,140,0,0,0,0,,40,0,13,0,120,129,15,003,003702,3,1500000US150030037023,1500000US150030037022,0,0,0,0,0,0,0
1500000US150030037024,Block Group 4; Census Tract 37.02; Honolulu County; Hawaii,140,0,10,17,0,0,0,65,0,0,62,0,0,0,0,0,0,17,0,55,0,0,17,0,0,0,,0,0,0,0,10,0,15,003,003702,4,1500000US150030037024,1500000US150030037024,0,0,0,0,0,0,0
1500000US150030037031,Block Group 1; Census Tract 37.03; Honolulu County; Hawaii,1113,0,0,0,0,0,0,949,0,23,0,0,0,0,0,70,0,232,126,183,36,20,0,8,0,0,,37,37,12,0,20,0,15,003,003703,1,1500000US150030037031,1500000US150030037032,0,0,0,0,0,0,0
1500000US150030037032,Block Group 2; Census Tract 37.03; Honolulu County; Hawaii,482,0,0,0,0,0,214,129,0,0,0,0,0,0,0,0,0,0,21,234,321,0,0,0,0,0,,0,107,0,0,0,0,15,003,003703,2,1500000US150030037032,1500000US150030037035,0,0,0,0,0,0,35
1500000US150030037033,Block Group 3; Census Tract 37.03; Honolulu County; Hawaii,797,24,0,233,88,0,0,597,0,0,0,0,51,0,0,81,0,81,115,229,44,0,111,48,0,19,,0,0,0,0,54,19,15,003,003703,3,1500000US150030037033,1500000US150030037031,0,0,0,0,0,0,33
1500000US150030037034,Block Group 4; Census Tract 37.03; Honolulu County; Hawaii,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,003,003703,4,1500000US150030037034,1500000US150030037033,0,0,0,0,0,0,0
1500000US150030037035,Block Group 5; Census Tract 37.03; Honolulu County; Hawaii,410,75,0,0,11,35,0,179,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,,28,0,0,11,0,0,15,003,003703,5,1500000US150030037035,1500000US150030037034,0,0,0,0,0,0,25
1500000US150030038011,Block Group 1; Census Tract 38.01; Honolulu County; Hawaii,1604,91,89,0,0,0,0,600,0,0,0,0,188,0,0,188,0,286,267,295,232,86,61,149,50,71,,3,0,0,54,128,0,15,003,003801,1,1500000US150030038011,1500000US150030038013,0,0,0,0,0,0,22
1500000US150030038012,Block Group 2; Census Tract 38.01; Honolulu County; Hawaii,1568,5,74,0,0,0,0,745,0,0,27,0,24,0,0,50,0,59,21,360,106,90,21,24,0,60,,233,0,0,0,0,6,15,003,003801,2,1500000US150030038012,1500000US150030038011,0,0,0,0,0,0,13
1500000US150030038013,Block Group 3; Census Tract 38.01; Honolulu County; Hawaii,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,003,003801,3,1500000US150030038013,1500000US150030038012,0,0,0,0,0,0,0
1500000US150030038014,Block Group 4; Census Tract 38.01; Honolulu County; Hawaii,1639,33,46,0,24,0,0,1101,0,0,23,24,152,0,0,174,0,48,303,547,123,0,0,105,0,0,,0,0,45,0,36,6,15,003,003801,4,1500000US150030038014,1500000US150030038014,0,0,0,0,0,0,4
1500000US150030038015,Block Group 5; Census Tract 38.01; Honolulu County; Hawaii,3,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,0,0,0,0,0,15,003,003801,5,1500000US150030038015,1500000US150030038015,0,0,0,0,0,0,10
1500000US150030038021,Block Group 1; Census Tract 38.02; Honolulu County; Hawaii,265,20,0,0,0,74,0,,0,20,0,0,0,0,0,74,0,74,0,96,0,0,0,74,0,0,,0,0,0,0,0,0,15,003,003802,1,1500000US150030038021,1500000US150030038021,0,0,0,0,0,0,20
1500000US150030038022,Block Group 2; Census Tract 38.02; Honolulu County; Hawaii,2323,136,0,0,0,0,0,1390,0,0,0,0,0,0,0,41,0,220,149,711,17,14,31,0,0,0,,138,0,0,148,45,0,15,003,003802,2,1500000US150030038022,1500000US150030038023,0,0,0,0,0,0,2
1500000US150030038023,Block Group 3; Census Tract 38.02; Honolulu County; Hawaii,1061,0,0,0,0,0,0,838,0,0,0,0,0,0,0,0,0,69,87,173,15,0,0,0,28,0,,0,41,0,0,0,0,15,003,003802,3,1500000US150030038023,1500000US150030038022,0,0,0,0,0,0,0
1500000US150030038024,Block Group 4; Census Tract 38.02; Honolulu County; Hawaii,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,003,003802,4,1500000US150030038024,1500000US150030038024,0,0,0,0,0,0,0
1500000US150030038025,Block Group 5; Census Tract 38.02; Honolulu County; Hawaii,1343,125,38,0,0,0,0,990,0,0,117,0,0,56,0,117,0,129,279,336,28,94,0,0,0,0,,0,0,61,46,0,0,15,003,003802,5,1500000US150030038025,1500000US150030038025,0,0,0,0,0,0,0
1500000US150030039001,Block Group 1; Census Tract 39; Honolulu County; Hawaii,343,0,21,8,18,0,0,108,0,0,0,0,103,0,0,65,0,88,159,17,19,41,65,20,19,18,,0,0,0,0,7,16,15,003,003900,1,1500000US150030039001,1500000US150030039001,0,0,0,0,154,0,61
1500000US150030040001,Block Group 1; Census Tract 40; Honolulu County; Hawaii,952,238,270,79,10,0,17,430,0,0,30,0,12,21,0,12,0,175,141,171,17,48,3,7,12,0,,0,0,0,38,18,13,15,003,004000,1,1500000US150030040001,1500000US150030040001,0,0,0,0,0,0,48
1500000US150030040002,Block Group 2; Census Tract 40; Honolulu County; Hawaii,516,127,42,28,6,0,7,204,0,0,10,0,30,0,0,0,0,88,63,98,36,52,11,15,10,68,,54,25,7,3,9,13,15,003,004000,2,1500000US150030040002,1500000US150030040002,0,0,0,0,0,0,99
1500000US150030041011,Block Group 1; Census Tract 41.01; Honolulu County; Hawaii,549,15,241,99,0,8,0,311,0,0,0,0,15,0,0,26,0,106,100,123,13,17,40,0,38,25,,0,0,0,0,0,0,15,003,004101,1,1500000US150030041011,1500000US150030041011,0,0,0,0,0,0,0
1500000US150030041012,Block Group 2; Census Tract 41.01; Honolulu County; Hawaii,898,24,180,159,36,8,23,458,0,27,119,0,74,0,16,8,0,139,118,191,45,92,177,36,96,26,,0,4,62,0,15,9,15,003,004101,2,1500000US150030041012,1500000US150030041012,0,0,0,0,0,0,0
1500000US150030041021,Block Group 1; Census Tract 41.02; Honolulu County; Hawaii,840,0,421,43,0,0,0,536,0,28,63,0,32,0,70,8,0,209,49,189,121,80,0,25,22,0,,0,27,0,24,0,14,15,003,004102,1,1500000US150030041021,1500000US150030041022,0,0,0,0,0,0,0
1500000US150030041022,Block Group 2; Census Tract 41.02; Honolulu County; Hawaii,1105,39,249,108,91,0,0,490,0,0,0,0,34,0,0,41,0,131,103,205,76,0,314,13,10,25,,64,0,30,0,3,17,15,003,004102,2,1500000US150030041022,1500000US150030041021,0,0,0,0,0,0,0
1500000US150030041023,Block Group 3; Census Tract 41.02; Honolulu County; Hawaii,632,58,115,78,17,0,0,270,0,0,20,0,52,0,0,13,0,73,77,91,0,19,333,0,29,0,,0,0,106,20,7,16,15,003,004102,3,1500000US150030041023,1500000US150030041023,6,0,0,6,0,0,29
1500000US150030042011,Block Group 1; Census Tract 42.01; Honolulu County; Hawaii,731,18,379,28,17,0,0,400,0,54,20,10,11,0,0,41,0,129,82,175,43,59,0,0,6,0,,27,11,22,0,8,15,15,003,004201,1,1500000US150030042011,1500000US150030042012,0,0,0,0,0,0,0
1500000US150030042012,Block Group 2; Census Tract 42.01; Honolulu County; Hawaii,797,13,461,39,25,0,0,337,0,0,10,0,0,0,0,26,0,269,80,183,14,29,23,0,12,0,,0,10,10,0,18,11,15,003,004201,2,1500000US150030042012,1500000US150030042011,0,0,0,0,0,0,0
1500000US150030042021,Block Group 1; Census Tract 42.02; Honolulu County; Hawaii,852,50,5,16,0,0,0,514,0,23,0,0,0,0,9,9,0,71,43,238,41,27,0,0,73,0,,0,0,0,0,14,19,15,003,004202,1,1500000US150030042021,1500000US150030042021,0,0,0,0,0,0,0
