GEO_ID,NAME,B01001_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25034_010E,B25034_011E,B25046_001E,B27010_017E,B27010_033E,B27010_050E,B27010_066E,B28009E_006E,B28002_013E,B16002_004E,B16002_007E,B16002_010E,B16002_013E,B16002_016E,B16002_019E,B16002_022E,B16002_025E,B16002_028E,B16002_031E,B16002_034E,B16002_037E,C16002_004E,C16002_007E,C16002_010E,C16002_013E,B09019_005E,B09019_008E,B19101A_001E,C17002_002E,C17002_003E,C17002_004E,C17002_005E,C17002_006E,C17002_007E,B20005_002E,B01001G_003E,B01001G_004E,B01001G_005E,B01001G_006E,B01001_020E,B01001_021E,state,county,tract,block group,GEO_ID_2,B05013_017E,B05013_018E,B05013_019E,B01001B_016E,B01001B_017E,B01001B_018E,B01001B_019E,B01001_044E,B01001_045E,B05013_036E,B05013_037E,B05013_038E,B01001B_031E,B26203_003E,B26203_004E,B26203_005E,B26203_006E,B26203_007E,B26203_008E,B26203_009E,B26203_010E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B25008D_003E,B16001_005E,B16001_008E,B16001_011E,B16001_014E,B16001_017E,B16001_020E,B16001_023E,B16001_026E,B16001_029E,B16001_032E,B16001_035E,B16001_038E
1500000US150010201001,Block Group 1; Census Tract 201; Hawaii County; Hawaii,1462,82,294,87,17,5,9,813,0,42,40,0,97,160,,,,,,,,,,,,,0,0,53,0,79,49,,211,140,38,15,210,3,,,,,,15,24,15,001,020100,1,1500000US150010201001,,,,,,,,3,0,,,,,,,,,,,,,178,0,14,450,418,21,381,49,,,,,,,,,,,,
1500000US150030001202,Block Group 2; Census Tract 1.20; Honolulu County; Hawaii,683,83,0,0,0,0,0,,0,0,12,0,0,0,,,,,,,,,,,,,0,0,11,0,11,7,,0,16,5,23,6,0,,,,,,8,19,15,003,000120,2,1500000US150030001202,,,,,,,,6,22,,,,,,,,,,,,,131,0,0,261,23,0,268,0,,,,,,,,,,,,
1500000US150030001203,Block Group 3; Census Tract 1.20; Honolulu County; Hawaii,939,81,186,43,2,0,0,740,0,4,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,40,,50,7,0,8,0,0,,,,,,20,26,15,003,000120,3,1500000US150030001203,,,,,,,,12,19,,,,,,,,,,,,,196,0,0,560,1,0,182,0,,,,,,,,,,,,
1500000US150030001211,Block Group 1; Census Tract 1.21; Honolulu County; Hawaii,1788,0,267,54,0,0,0,1298,0,0,0,0,0,0,,,,,,,,,,,,,0,12,36,0,0,74,,0,41,29,0,0,0,,,,,,32,22,15,003,000121,1,1500000US150030001211,,,,,,,,29,43,,,,,,,,,,,,,755,0,0,635,8,0,390,80,,,,,,,,,,,,
1500000US150030001212,Block Group 2; Census Tract 1.21; Honolulu County; Hawaii,600,0,21,194,14,0,0,,0,0,12,0,0,0,,,,,,,,,,,,,0,0,40,0,3,32,,7,7,16,0,0,0,,,,,,0,19,15,003,000121,2,1500000US150030001212,,,,,,,,10,3,,,,,,,,,,,,,255,0,0,320,0,0,25,0,,,,,,,,,,,,
1500000US150030001221,Block Group 1; Census Tract 1.22; Honolulu County; Hawaii,1157,0,48,333,0,22,0,,0,0,0,0,0,27,,,,,,,,,,,,,0,0,10,0,18,27,,0,15,0,0,71,0,,,,,,0,17,15,003,000122,1,1500000US150030001221,,,,,,,,11,17,,,,,,,,,,,,,27,0,0,475,72,71,512,0,,,,,,,,,,,,
1500000US150030001222,Block Group 2; Census Tract 1.22; Honolulu County; Hawaii,934,12,22,202,33,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,0,23,0,0,74,0,,,,,,49,30,15,003,000122,2,1500000US150030001222,,,,,,,,76,0,,,,,,,,,,,,,111,0,0,483,234,0,106,44,,,,,,,,,,,,
1500000US150030001223,Block Group 3; Census Tract 1.22; Honolulu County; Hawaii,988,0,133,161,36,0,0,676,25,0,0,0,0,17,,,,,,,,,,,,,0,0,0,0,15,63,,9,0,0,21,0,38,,,,,,0,35,15,003,000122,3,1500000US150030001223,,,,,,,,19,0,,,,,,,,,,,,,56,0,0,490,6,0,436,0,,,,,,,,,,,,
1500000US150030002001,Block Group 1; Census Tract 2; Honolulu County; Hawaii,659,63,106,48,62,55,0,538,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,48,10,,18,46,10,0,25,0,,,,,,0,42,15,003,000200,1,1500000US150030002001,,,,,,,,43,10,,,,,,,,,,,,,221,0,0,300,37,0,101,0,,,,,,,,,,,,
1500000US150030002002,Block Group 2; Census Tract 2; Honolulu County; Hawaii,1017,73,26,62,29,0,0,751,0,16,0,0,0,8,,,,,,,,,,,,,0,0,0,0,32,0,,77,0,0,0,0,0,,,,,,24,25,15,003,000200,2,1500000US150030002002,,,,,,,,0,12,,,,,,,,,,,,,75,0,0,361,36,0,545,20,,,,,,,,,,,,
1500000US150030002003,Block Group 3; Census Tract 2; Honolulu County; Hawaii,1687,1,48,272,182,0,0,,14,0,0,0,0,11,,,,,,,,,,,,,0,0,0,0,28,37,,17,46,0,0,51,0,,,,,,97,20,15,003,000200,3,1500000US150030002003,,,,,,,,25,14,,,,,,,,,,,,,246,6,0,874,77,12,472,11,,,,,,,,,,,,
1500000US150030002004,Block Group 4; Census Tract 2; Honolulu County; Hawaii,713,54,41,47,78,20,9,,0,0,4,0,0,42,,,,,,,,,,,,,0,0,4,0,26,34,,13,21,0,0,21,0,,,,,,9,27,15,003,000200,4,1500000US150030002004,,,,,,,,23,0,,,,,,,,,,,,,42,0,0,531,9,0,131,2,,,,,,,,,,,,
1500000US150030002005,Block Group 5; Census Tract 2; Honolulu County; Hawaii,1027,175,98,36,25,0,0,933,0,0,0,0,0,10,,,,,,,,,,,,,0,0,0,0,22,22,,5,9,0,0,0,23,,,,,,35,13,15,003,000200,5,1500000US150030002005,,,,,,,,39,11,,,,,,,,,,,,,184,0,0,399,138,10,296,0,,,,,,,,,,,,
1500000US150030002006,Block Group 6; Census Tract 2; Honolulu County; Hawaii,434,94,34,22,9,8,14,298,0,35,0,0,0,0,,,,,,,,,,,,,0,0,0,0,42,52,,0,13,0,0,34,0,,,,,,0,0,15,003,000200,6,1500000US150030002006,,,,,,,,0,0,,,,,,,,,,,,,108,0,0,84,17,0,225,14,,,,,,,,,,,,
1500000US150030003011,Block Group 1; Census Tract 3.01; Honolulu County; Hawaii,1935,19,82,190,332,60,10,1508,9,56,8,0,0,27,,,,,,,,,,,,,0,0,0,0,31,57,,73,223,4,18,0,15,,,,,,9,27,15,003,000301,1,1500000US150030003011,,,,,,,,9,18,,,,,,,,,,,,,510,145,0,756,84,0,440,41,,,,,,,,,,,,
1500000US150030003012,Block Group 2; Census Tract 3.01; Honolulu County; Hawaii,1398,180,32,29,65,58,0,1153,0,0,46,0,0,31,,,,,,,,,,,,,13,0,43,0,73,17,,54,0,0,0,0,17,,,,,,27,45,15,003,000301,2,1500000US150030003012,,,,,,,,10,58,,,,,,,,,,,,,327,31,0,915,0,0,125,98,,,,,,,,,,,,
1500000US150030003021,Block Group 1; Census Tract 3.02; Honolulu County; Hawaii,1423,14,19,93,381,15,11,1147,0,0,0,0,0,12,,,,,,,,,,,,,0,0,5,0,28,34,,0,5,0,15,0,13,,,,,,39,27,15,003,000302,1,1500000US150030003021,,,,,,,,21,39,,,,,,,,,,,,,103,0,6,923,8,0,383,253,,,,,,,,,,,,
1500000US150030003022,Block Group 2; Census Tract 3.02; Honolulu County; Hawaii,1395,8,2,20,210,111,27,811,0,19,11,0,0,18,,,,,,,,,,,,,0,0,5,0,13,87,,75,59,8,17,40,0,,,,,,3,5,15,003,000302,2,1500000US150030003022,,,,,,,,45,15,,,,,,,,,,,,,262,0,0,702,5,0,426,99,,,,,,,,,,,,
1500000US150030004011,Block Group 1; Census Tract 4.01; Honolulu County; Hawaii,666,8,0,74,136,0,0,383,0,0,0,0,0,62,,,,,,,,,,,,,0,0,0,0,29,50,,2,14,0,0,86,0,,,,,,53,25,15,003,000401,1,1500000US150030004011,,,,,,,,22,3,,,,,,,,,,,,,106,0,0,466,4,0,90,36,,,,,,,,,,,,
1500000US150030004012,Block Group 2; Census Tract 4.01; Honolulu County; Hawaii,2060,40,279,292,130,7,0,1772,0,0,10,0,0,29,,,,,,,,,,,,,0,0,6,0,64,96,,50,67,50,8,0,9,,,,,,22,73,15,003,000401,2,1500000US150030004012,,,,,,,,31,43,,,,,,,,,,,,,364,0,0,1209,26,0,461,8,,,,,,,,,,,,
1500000US150030004021,Block Group 1; Census Tract 4.02; Honolulu County; Hawaii,829,6,161,122,9,0,0,673,0,0,0,0,0,27,,,,,,,,,,,,,0,0,3,0,0,27,,0,12,0,0,0,0,,,,,,42,45,15,003,000402,1,1500000US150030004021,,,,,,,,9,10,,,,,,,,,,,,,262,0,0,431,14,0,122,50,,,,,,,,,,,,
1500000US150030004022,Block Group 2; Census Tract 4.02; Honolulu County; Hawaii,2596,148,203,181,14,5,0,1892,0,23,16,7,0,0,,,,,,,,,,,,,0,0,12,0,58,33,,0,34,5,271,0,24,,,,,,50,42,15,003,000402,2,1500000US150030004022,,,,,,,,28,37,,,,,,,,,,,,,672,0,0,1597,16,6,305,162,,,,,,,,,,,,
1500000US150030004023,Block Group 3; Census Tract 4.02; Honolulu County; Hawaii,487,50,103,45,9,9,0,,7,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,14,28,,0,18,0,0,0,0,,,,,,23,8,15,003,000402,3,1500000US150030004023,,,,,,,,57,2,,,,,,,,,,,,,145,0,0,308,0,0,34,9,,,,,,,,,,,,
1500000US150030005001,Block Group 1; Census Tract 5; Honolulu County; Hawaii,704,38,54,8,96,20,17,442,0,7,29,0,0,10,,,,,,,,,,,,,0,0,21,0,0,0,,0,10,0,0,45,0,,,,,,9,27,15,003,000500,1,1500000US150030005001,,,,,,,,10,36,,,,,,,,,,,,,180,0,0,344,0,0,180,0,,,,,,,,,,,,
1500000US150030005002,Block Group 2; Census Tract 5; Honolulu County; Hawaii,760,0,88,70,88,12,0,704,0,7,0,0,0,0,,,,,,,,,,,,,0,0,4,0,9,23,,24,0,0,4,0,0,,,,,,28,9,15,003,000500,2,1500000US150030005002,,,,,,,,0,16,,,,,,,,,,,,,342,0,0,190,92,0,136,0,,,,,,,,,,,,
1500000US150030005003,Block Group 3; Census Tract 5; Honolulu County; Hawaii,613,10,20,33,144,0,37,,0,0,10,0,0,11,,,,,,,,,,,,,0,0,0,0,92,38,,128,0,40,0,0,0,,,,,,0,15,15,003,000500,3,1500000US150030005003,,,,,,,,0,9,,,,,,,,,,,,,349,0,0,189,0,31,44,29,,,,,,,,,,,,
1500000US150030005004,Block Group 4; Census Tract 5; Honolulu County; Hawaii,708,80,0,28,116,0,29,536,0,0,44,0,0,0,,,,,,,,,,,,,0,0,23,0,45,90,,33,0,0,0,11,23,,,,,,16,22,15,003,000500,4,1500000US150030005004,,,,,,,,39,0,,,,,,,,,,,,,186,0,0,255,112,0,155,33,,,,,,,,,,,,
1500000US150030005005,Block Group 5; Census Tract 5; Honolulu County; Hawaii,721,10,8,288,18,31,0,473,0,0,17,0,0,22,,,,,,,,,,,,,0,0,0,0,84,30,,25,44,0,0,9,29,,,,,,9,0,15,003,000500,5,1500000US150030005005,,,,,,,,0,11,,,,,,,,,,,,,172,0,0,406,48,0,95,177,,,,,,,,,,,,
1500000US150030006001,Block Group 1; Census Tract 6; Honolulu County; Hawaii,0,0,0,0,5,0,0,-666666666,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,0,0,15,003,000600,1,1500000US150030006001,,,,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1500000US150030006002,Block Group 2; Census Tract 6; Honolulu County; Hawaii,1169,30,47,134,166,12,112,963,0,19,4,0,0,10,,,,,,,,,,,,,0,0,0,0,15,26,,105,15,0,13,12,0,,,,,,10,30,15,003,000600,2,1500000US150030006002,,,,,,,,12,26,,,,,,,,,,,,,288,0,1,504,0,65,311,0,,,,,,,,,,,,
1500000US150030007001,Block Group 1; Census Tract 7; Honolulu County; Hawaii,860,0,21,56,172,0,0,692,0,0,9,0,0,4,,,,,,,,,,,,,0,0,0,0,12,6,,0,31,18,0,0,0,,,,,,32,9,15,003,000700,1,1500000US150030007001,,,,,,,,19,0,,,,,,,,,,,,,300,0,0,458,0,0,102,8,,,,,,,,,,,,
1500000US150030007002,Block Group 2; Census Tract 7; Honolulu County; Hawaii,545,0,7,0,93,34,23,391,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,12,36,,14,0,7,0,0,0,,,,,,28,28,15,003,000700,2,1500000US150030007002,,,,,,,,0,36,,,,,,,,,,,,,62,9,0,325,48,0,101,37,,,,,,,,,,,,
1500000US150030007003,Block Group 3; Census Tract 7; Honolulu County; Hawaii,917,125,0,9,44,35,22,718,0,0,54,0,0,8,,,,,,,,,,,,,0,0,7,0,7,26,,55,29,24,33,46,44,,,,,,33,32,15,003,000700,3,1500000US150030007003,,,,,,,,35,28,,,,,,,,,,,,,64,0,0,703,9,0,141,154,,,,,,,,,,,,
1500000US150030007004,Block Group 4; Census Tract 7; Honolulu County; Hawaii,975,61,12,22,140,10,12,626,0,0,0,0,0,20,,,,,,,,,,,,,0,0,0,0,8,9,,8,44,23,0,11,0,,,,,,5,11,15,003,000700,4,1500000US150030007004,,,,,,,,3,18,,,,,,,,,,,,,56,0,0,631,91,0,197,48,,,,,,,,,,,,
1500000US150030008001,Block Group 1; Census Tract 8; Honolulu County; Hawaii,1425,92,19,59,58,128,148,957,0,0,0,0,0,48,,,,,,,,,,,,,0,0,82,0,83,121,,12,0,35,39,81,0,,,,,,27,10,15,003,000800,1,1500000US150030008001,,,,,,,,20,23,,,,,,,,,,,,,69,0,0,1202,12,7,135,339,,,,,,,,,,,,
1500000US150030008002,Block Group 2; Census Tract 8; Honolulu County; Hawaii,1096,20,57,48,54,76,139,787,0,0,0,0,0,38,,,,,,,,,,,,,0,0,14,0,25,102,,52,15,0,0,8,14,,,,,,16,24,15,003,000800,2,1500000US150030008002,,,,,,,,9,12,,,,,,,,,,,,,239,0,8,568,15,20,246,117,,,,,,,,,,,,
1500000US150030008003,Block Group 3; Census Tract 8; Honolulu County; Hawaii,1358,102,105,0,50,9,64,816,0,0,13,0,0,27,,,,,,,,,,,,,0,0,35,0,28,9,,29,0,96,0,13,7,,,,,,55,19,15,003,000800,3,1500000US150030008003,,,,,,,,6,48,,,,,,,,,,,,,158,0,13,742,158,0,287,121,,,,,,,,,,,,
1500000US150030009011,Block Group 1; Census Tract 9.01; Honolulu County; Hawaii,933,12,98,321,15,0,0,697,0,0,0,0,0,0,,,,,,,,,,,,,0,0,4,0,52,52,,27,0,20,0,12,0,,,,,,0,9,15,003,000901,1,1500000US150030009011,,,,,,,,50,0,,,,,,,,,,,,,64,0,0,577,0,52,240,57,,,,,,,,,,,,
1500000US150030009012,Block Group 2; Census Tract 9.01; Honolulu County; Hawaii,1426,27,115,350,28,0,0,757,0,0,19,0,0,49,,,,,,,,,,,,,0,0,30,0,92,114,,20,0,29,57,44,16,,,,,,59,6,15,003,000901,2,1500000US150030009012,,,,,,,,6,13,,,,,,,,,,,,,210,0,0,973,0,13,230,484,,,,,,,,,,,,
1500000US150030009031,Block Group 1; Census Tract 9.03; Honolulu County; Hawaii,1093,10,53,51,74,53,81,695,0,0,37,0,0,42,,,,,,,,,,,,,5,0,0,0,0,92,,10,3,0,0,10,12,,,,,,6,39,15,003,000903,1,1500000US150030009031,,,,,,,,24,53,,,,,,,,,,,,,266,0,0,613,71,51,92,37,,,,,,,,,,,,
1500000US150030009032,Block Group 2; Census Tract 9.03; Honolulu County; Hawaii,1526,43,40,108,134,56,156,1061,0,25,11,0,0,11,,,,,,,,,,,,,0,0,11,0,72,46,,113,18,20,10,36,30,,,,,,47,50,15,003,000903,2,1500000US150030009032,,,,,,,,11,93,,,,,,,,,,,,,301,7,0,857,21,12,328,353,,,,,,,,,,,,
1500000US150030009041,Block Group 1; Census Tract 9.04; Honolulu County; Hawaii,2446,32,54,40,357,100,149,2097,0,0,102,5,0,18,,,,,,,,,,,,,0,0,2,0,39,63,,563,43,8,62,24,121,,,,,,18,49,15,003,000904,1,1500000US150030009041,,,,,,,,21,38,,,,,,,,,,,,,917,0,0,1066,160,10,293,265,,,,,,,,,,,,
1500000US150030009051,Block Group 1; Census Tract 9.05; Honolulu County; Hawaii,1335,8,7,15,8,212,99,857,0,0,6,0,0,0,,,,,,,,,,,,,0,0,8,0,8,16,,0,20,19,0,0,8,,,,,,20,21,15,003,000905,1,1500000US150030009051,,,,,,,,43,26,,,,,,,,,,,,,557,74,0,329,30,0,345,69,,,,,,,,,,,,
1500000US150030009052,Block Group 2; Census Tract 9.05; Honolulu County; Hawaii,1106,57,22,31,68,114,22,849,0,20,0,3,0,0,,,,,,,,,,,,,0,0,0,0,39,5,,17,27,0,47,3,0,,,,,,17,53,15,003,000905,2,1500000US150030009052,,,,,,,,23,26,,,,,,,,,,,,,442,1,0,365,75,0,223,26,,,,,,,,,,,,
1500000US150030010001,Block Group 1; Census Tract 10; Honolulu County; Hawaii,1473,15,9,62,159,59,0,1032,0,83,28,0,0,21,,,,,,,,,,,,,0,0,11,0,26,73,,40,28,27,74,391,26,,,,,,2,131,15,003,001000,1,1500000US150030010001,,,,,,,,1,116,,,,,,,,,,,,,99,1,6,588,300,69,410,33,,,,,,,,,,,,
1500000US150030010002,Block Group 2; Census Tract 10; Honolulu County; Hawaii,1396,18,46,224,175,159,7,1370,0,27,9,0,0,60,,,,,,,,,,,,,0,0,18,0,163,84,,74,12,45,137,105,10,,,,,,19,45,15,003,001000,2,1500000US150030010002,,,,,,,,0,12,,,,,,,,,,,,,205,5,0,823,117,0,246,103,,,,,,,,,,,,
1500000US150030011011,Block Group 1; Census Tract 11.01; Honolulu County; Hawaii,639,0,8,83,67,46,0,590,0,0,0,0,0,4,,,,,,,,,,,,,0,0,5,0,16,36,,0,0,0,18,0,8,,,,,,3,15,15,003,001101,1,1500000US150030011011,,,,,,,,29,13,,,,,,,,,,,,,166,0,0,334,8,25,106,0,,,,,,,,,,,,
1500000US150030011012,Block Group 2; Census Tract 11.01; Honolulu County; Hawaii,1168,5,77,155,26,0,21,261,18,85,52,0,167,61,,,,,,,,,,,,,0,0,65,0,5,68,,103,445,40,0,71,32,,,,,,0,12,15,003,001101,2,1500000US150030011012,,,,,,,,0,12,,,,,,,,,,,,,11,0,0,90,831,0,236,31,,,,,,,,,,,,
1500000US150030011021,Block Group 1; Census Tract 11.02; Honolulu County; Hawaii,879,0,62,56,170,26,0,,0,0,0,10,50,42,,,,,,,,,,,,,0,0,38,0,9,84,,38,123,31,17,73,0,,,,,,34,10,15,003,001102,1,1500000US150030011021,,,,,,,,9,13,,,,,,,,,,,,,160,0,0,501,152,0,66,38,,,,,,,,,,,,
1500000US150030011022,Block Group 2; Census Tract 11.02; Honolulu County; Hawaii,1136,8,12,72,111,79,0,519,0,0,47,0,158,98,,,,,,,,,,,,,0,0,10,0,39,63,,3,63,0,56,130,36,,,,,,35,6,15,003,001102,2,1500000US150030011022,,,,,,,,23,11,,,,,,,,,,,,,106,1,0,359,426,3,241,86,,,,,,,,,,,,
1500000US150030012011,Block Group 1; Census Tract 12.01; Honolulu County; Hawaii,1379,0,131,194,65,0,56,825,0,0,14,0,0,63,,,,,,,,,,,,,0,0,32,0,186,30,,63,0,22,0,167,0,,,,,,0,55,15,003,001201,1,1500000US150030012011,,,,,,,,28,10,,,,,,,,,,,,,121,20,0,785,205,0,248,379,,,,,,,,,,,,
1500000US150030012012,Block Group 2; Census Tract 12.01; Honolulu County; Hawaii,1818,17,121,108,58,83,90,1093,0,0,32,0,0,52,,,,,,,,,,,,,11,0,31,0,18,2,,4,25,23,0,114,30,,,,,,19,16,15,003,001201,2,1500000US150030012012,,,,,,,,7,64,,,,,,,,,,,,,185,0,0,1160,0,46,427,571,,,,,,,,,,,,
1500000US150030012021,Block Group 1; Census Tract 12.02; Honolulu County; Hawaii,2058,33,122,162,152,190,18,1331,16,27,0,16,0,12,,,,,,,,,,,,,0,0,17,0,82,39,,80,12,16,110,55,6,,,,,,9,59,15,003,001202,1,1500000US150030012021,,,,,,,,27,47,,,,,,,,,,,,,232,0,0,1138,95,0,593,185,,,,,,,,,,,,
1500000US150030012022,Block Group 2; Census Tract 12.02; Honolulu County; Hawaii,1099,13,28,13,82,58,31,639,0,0,0,0,0,43,,,,,,,,,,,,,0,0,19,0,45,48,,153,18,10,0,27,29,,,,,,10,25,15,003,001202,2,1500000US150030012022,,,,,,,,8,0,,,,,,,,,,,,,123,0,0,794,10,0,172,80,,,,,,,,,,,,
1500000US150030013001,Block Group 1; Census Tract 13; Honolulu County; Hawaii,970,24,100,46,53,38,55,605,0,0,0,0,0,34,,,,,,,,,,,,,0,0,0,0,6,71,,41,56,19,9,6,41,,,,,,0,11,15,003,001300,1,1500000US150030013001,,,,,,,,7,0,,,,,,,,,,,,,113,0,0,707,0,30,120,47,,,,,,,,,,,,
1500000US150030013002,Block Group 2; Census Tract 13; Honolulu County; Hawaii,1535,30,77,33,129,182,79,949,0,0,0,19,0,35,,,,,,,,,,,,,0,0,0,0,16,41,,53,11,4,0,31,25,,,,,,5,21,15,003,001300,2,1500000US150030013002,,,,,,,,34,33,,,,,,,,,,,,,427,177,0,674,0,0,257,144,,,,,,,,,,,,
1500000US150030013003,Block Group 3; Census Tract 13; Honolulu County; Hawaii,898,17,43,48,35,75,96,424,0,87,9,0,0,0,,,,,,,,,,,,,0,0,6,0,7,22,,0,80,54,0,106,0,,,,,,8,19,15,003,001300,3,1500000US150030013003,,,,,,,,25,38,,,,,,,,,,,,,161,27,0,451,75,0,184,169,,,,,,,,,,,,
1500000US150030013004,Block Group 4; Census Tract 13; Honolulu County; Hawaii,822,39,26,93,24,79,37,429,0,0,51,17,0,12,,,,,,,,,,,,,0,0,0,0,69,26,,103,36,54,0,15,0,,,,,,9,20,15,003,001300,4,1500000US150030013004,,,,,,,,25,30,,,,,,,,,,,,,89,27,0,599,12,0,95,145,,,,,,,,,,,,
1500000US150030014001,Block Group 1; Census Tract 14; Honolulu County; Hawaii,862,29,113,40,49,48,11,682,0,0,6,0,0,48,,,,,,,,,,,,,0,0,26,0,37,35,,12,49,0,0,0,17,,,,,,8,15,15,003,001400,1,1500000US150030014001,,,,,,,,22,21,,,,,,,,,,,,,126,0,0,621,7,0,108,64,,,,,,,,,,,,
1500000US150030014002,Block Group 2; Census Tract 14; Honolulu County; Hawaii,1755,83,77,55,169,77,61,1315,2,25,12,4,0,39,,,,,,,,,,,,,0,0,10,0,51,77,,48,41,18,0,71,3,,,,,,1,30,15,003,001400,2,1500000US150030014002,,,,,,,,40,28,,,,,,,,,,,,,267,102,0,1000,26,27,333,174,,,,,,,,,,,,
1500000US150030015011,Block Group 1; Census Tract 15.01; Honolulu County; Hawaii,1836,36,95,56,86,38,61,1385,0,0,11,0,8,43,,,,,,,,,,,,,0,0,30,0,48,168,,100,59,3,54,56,21,,,,,,31,48,15,003,001501,1,1500000US150030015011,,,,,,,,48,20,,,,,,,,,,,,,417,6,7,905,86,0,415,203,,,,,,,,,,,,
1500000US150030015021,Block Group 1; Census Tract 15.02; Honolulu County; Hawaii,1114,75,21,8,103,75,53,645,0,20,0,0,0,0,,,,,,,,,,,,,0,0,21,0,0,57,,0,65,68,13,20,0,,,,,,8,16,15,003,001502,1,1500000US150030015021,,,,,,,,69,16,,,,,,,,,,,,,204,0,0,606,71,0,233,121,,,,,,,,,,,,
1500000US150030015022,Block Group 2; Census Tract 15.02; Honolulu County; Hawaii,1254,16,110,37,81,55,94,934,0,22,0,9,0,35,,,,,,,,,,,,,0,0,10,0,68,25,,25,0,59,9,0,39,,,,,,6,69,15,003,001502,2,1500000US150030015022,,,,,,,,9,83,,,,,,,,,,,,,176,0,25,690,130,9,224,58,,,,,,,,,,,,
1500000US150030016011,Block Group 1; Census Tract 16.01; Honolulu County; Hawaii,1244,17,116,138,51,96,68,835,0,7,0,0,0,17,,,,,,,,,,,,,0,0,22,0,62,51,,92,59,61,10,36,36,,,,,,56,14,15,003,001601,1,1500000US150030016011,,,,,,,,7,19,,,,,,,,,,,,,218,0,0,679,45,0,302,416,,,,,,,,,,,,
1500000US150030016012,Block Group 2; Census Tract 16.01; Honolulu County; Hawaii,685,6,47,93,0,0,66,315,0,0,0,0,0,14,,,,,,,,,,,,,0,0,12,0,22,13,,15,2,0,0,47,9,,,,,,0,17,15,003,001601,2,1500000US150030016012,,,,,,,,0,13,,,,,,,,,,,,,112,3,0,324,17,0,229,7,,,,,,,,,,,,
1500000US150030016021,Block Group 1; Census Tract 16.02; Honolulu County; Hawaii,768,54,38,94,14,46,52,579,0,48,14,0,0,67,,,,,,,,,,,,,0,0,22,0,17,16,,83,48,1,1,172,9,,,,,,0,10,15,003,001602,1,1500000US150030016021,,,,,,,,0,17,,,,,,,,,,,,,119,0,1,548,1,0,99,90,,,,,,,,,,,,
1500000US150030016022,Block Group 2; Census Tract 16.02; Honolulu County; Hawaii,853,0,50,34,61,53,8,576,0,19,0,0,0,0,,,,,,,,,,,,,0,0,14,0,14,10,,0,11,6,18,0,0,,,,,,6,19,15,003,001602,2,1500000US150030016022,,,,,,,,27,8,,,,,,,,,,,,,82,10,0,361,268,0,132,31,,,,,,,,,,,,
1500000US150030017001,Block Group 1; Census Tract 17; Honolulu County; Hawaii,1423,8,182,350,103,14,61,850,0,18,20,0,0,0,,,,,,,,,,,,,0,0,15,0,100,158,,99,55,46,57,30,24,,,,,,32,52,15,003,001700,1,1500000US150030017001,,,,,,,,3,70,,,,,,,,,,,,,821,0,2,325,9,8,258,61,,,,,,,,,,,,
1500000US150030017002,Block Group 2; Census Tract 17; Honolulu County; Hawaii,703,21,62,327,324,21,124,527,0,0,10,0,0,0,,,,,,,,,,,,,0,0,21,0,91,128,,38,10,10,0,31,0,,,,,,10,0,15,003,001700,2,1500000US150030017002,,,,,,,,11,56,,,,,,,,,,,,,487,0,0,83,38,0,95,0,,,,,,,,,,,,
1500000US150030018011,Block Group 1; Census Tract 18.01; Honolulu County; Hawaii,469,62,350,317,21,0,0,216,0,17,31,0,0,39,,,,,,,,,,,,,12,0,54,0,121,85,,103,41,0,10,36,0,,,,,,6,19,15,003,001801,1,1500000US150030018011,,,,,,,,37,4,,,,,,,,,,,,,177,0,0,216,11,20,45,102,,,,,,,,,,,,
1500000US150030018012,Block Group 2; Census Tract 18.01; Honolulu County; Hawaii,470,6,287,275,10,7,5,158,0,26,18,0,0,31,,,,,,,,,,,,,0,5,32,0,100,20,,11,6,4,31,0,16,,,,,,0,5,15,003,001801,2,1500000US150030018012,,,,,,,,0,24,,,,,,,,,,,,,253,31,0,120,25,0,41,78,,,,,,,,,,,,
1500000US150030018031,Block Group 1; Census Tract 18.03; Honolulu County; Hawaii,765,98,311,195,97,29,0,417,0,8,40,0,0,18,,,,,,,,,,,,,0,0,24,0,182,90,,86,34,11,0,56,0,,,,,,0,14,15,003,001803,1,1500000US150030018031,,,,,,,,9,16,,,,,,,,,,,,,272,16,0,80,86,0,311,21,,,,,,,,,,,,
1500000US150030018032,Block Group 2; Census Tract 18.03; Honolulu County; Hawaii,183,9,144,31,0,0,0,,0,60,8,0,0,0,,,,,,,,,,,,,0,0,9,0,9,70,,61,38,16,0,0,0,,,,,,0,5,15,003,001803,2,1500000US150030018032,,,,,,,,0,25,,,,,,,,,,,,,70,0,0,56,23,0,34,9,,,,,,,,,,,,
